_identifiers-1	_parent_digital_objects-1.identifier	_digital_object_type.string_key	Master assets filenames	_import_file.original_file_path	_import_file.import_path	_import_file.import_type	Service (Mezzanine) assets filenames	_import_file.service_copy_import_path	_import_file.service_copy_import_type	Access (Streaming) assets filenames	_import_file.access_copy_import_path	_project.string_key	_publish	_publish_targets-1.string_key	_restrictions.restricted_size_image	abstract-1:abstract_value	accession_number-1:accession_number_value	alternative_title-1:alternative_title_value	archivesspace_identifier-1:archivesspace_identifier_value	clio_identifier-1:clio_identifier_value	collection-1:collection_term.value	collection-1:collection_term.uri	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_level	coordinates-1:coordinates_value	copyright_note-1:copyright_note_value	culture-1:culture_term.value	date_created_textual-1:date_created_textual_value	date_created-1:date_created_start_value	date_created-1:date_created_end_value	date_created-1:date_created_type	date_created-1:date_created_key_date	digital_origin-1:digital_origin_value	embargo_release_date-1:embargo_release_date_value	extent-1:extent_value	extent-2:extent_value	form-1:form_term.value	frequency-1:frequency_term.authority	genre-1:genre_term.value	internal_note-1:internal_note_value	internal_note-2:internal_note_value	internal_note-3:internal_note_value	internal_note-4:internal_note_value	internal_note-5:internal_note_value	internal_note-6:internal_note_value	internal_note-7:internal_note_value	internal_note-8:internal_note_value	internal_note-9:internal_note_value	language-1:language_term.value	location-1:location_term.value	location-1:location_term.uri	location-1:location_shelf_location-1:location_shelf_location_box_number	location-1:location_shelf_location-1:location_shelf_location_folder_number	location-1:location_shelf_location-1:location_shelf_location_free_text	location-1:location_shelf_location-1:location_shelf_location_item_number	location-1:location_sublocation	name-1:name_term.value	name-1:name_usage_primary	note-1:note_type	note-1:note_value	note-2:note_type	note-2:note_value	note-3:note_type	note-3:note_value	note-4:note_type	note-4:note_value	note-5:note_type	note-5:note_value	note-6:note_type	note-6:note_value	note-7:note_type	note-7:note_value	note-8:note_type	note-8:note_value	note-9:note_type	note-9:note_value	note-10:note_type	note-10:note_value	note_derived_from-1:note_derived_from_value	object_in_context_url-1:object_in_context_url_value	omeka_identifier-1:omeka_identifier_value	order_number-1:order_number_value	place_of_origin-1:place_of_origin_value	publish_note-1:publish_note_value	publisher-1:publisher_value	restriction_on_access-1:restriction_on_access_value	restriction_on_access-1:restriction_on_access_location-1:restriction_on_access_location_term.value	restriction_on_access-2:restriction_on_access_affiliation-1:restriction_on_access_affiliation_value	restriction_on_access-2:restriction_on_access_value	series-1:series_title	series-1:series_issn	series-1:series_number	subject_geographic-1:subject_geographic_term.value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_country_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_region_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_area-1:subject_hierarchical_geographic_area_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_city-1:subject_hierarchical_geographic_city_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_neighborhood_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_zip_code_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1:subject_hierarchical_geographic_street_value	subject_name-1:subject_name_term.value	subject_title-1:subject_title_term.value	subject_topic-1:subject_topic_term.value	table_of_contents_value	title-1:title_non_sort_portion	title-1:title_sort_portion	type_of_resource-1:type_of_resource_value	use_and_reproduction-1:use_and_reproduction_term.value
RBML_BobFass_11749061_BF0301_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Bob Dylan/Band- Basement Tapes #2	cul:artProperties_1987.006	Spine title: Doctor Zhivago	cul:as:id_006	8276936	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries I: Free-form radio, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Edo;Argive	1976 January 25 - 1999 December 31	1976-01-25	1999-12-31		TRUE	reformatted digital		00:38:25.536	38 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: PRES007277	Physical object sequence number: 1520 ; Number of physical objects in title: 9			Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 8	testSet_Folder_006	1976 Box 10	testSet_BF0006	Archives	Fass, Bob, 1933---Host--Former owner;Breslin, Jimmy--Interviewee	TRUE	BF number	BF0301	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_006	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	6	Bangkok (Thailand);Vatra Dornei (Romania)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Attica Correctional Facility;Attica Prison;Attsino, Hank;Audin, Lindsay	Dylan, Bob, 1941- Bootleg series;Subotnick, Morton. And the butterflies begin to sing	Financial crises;Radio--Law and legislation;Comedians			Radio Unnameable 1976 January 25	sound recording	In copyright
RBML_BobFass_11749061_BF0301_01_001	RBML_BobFass_11749061_BF0301_01	asset	RBML_BobFass_11749061_BF0301_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0301/Master/RBML_BobFass_11749061_BF0301_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0301/Master/RBML_BobFass_11749061_BF0301_01_01_m.wav	external	RBML_BobFass_11749061_BF0301_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0301/Service/RBML_BobFass_11749061_BF0301_01_01_s.wav	external	RBML_BobFass_11749061_BF0301_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0301/Streaming/RBML_BobFass_11749061_BF0301_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Bob Dylan/Band- Basement Tapes #2		Spine title: Doctor Zhivago															Copyright for this file is very complicated							reformatted digital		00:38:25.536	38 minutes				Barcode: PRES007277	Physical object sequence number: 1520 ; Number of physical objects in title: 9			Year digitized: 2019															BF number	BF0301	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0301/Master/RBML_BobFass_11749061_BF0301_01_01_master.wav	https://example.org/cul-omeka/006	cul-omeka/006	cul:pdcd:customOrder_006		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1976 January 25		In copyright
RBML_BobFass_11749061_BF0302_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Bob Dylan/Band- Basement Tapes #2	cul:artProperties_1987.007		cul:as:id_007	8276937	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries I: Free-form radio, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Momoyama;Arian (Greek culture)	1976 February 01 - 1999 December 31	1976-02-01	1999-12-31		TRUE	reformatted digital		00:39:19.296	39 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: PRES007285	Physical object sequence number: 1453 ; Number of physical objects in title: 9			Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 8	testSet_Folder_007	1976 Box 8	testSet_BF0007	Archives	Fass, Bob, 1933---Host--Former owner;Brussell, Mae, 1922-1988--Speaker	TRUE	BF number	BF0302	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_007	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	7	Central Park (New York, N.Y.);Gura Humorului (Romania)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Avant Garde Festival of New York;Bad Brains (Musical group);Baez, Joan;Baird, Bill	Dylan, Bob, 1941- Highway 61 revisited;Subotnick, Morton. Axolotl	Cold War (1945-1989);Exploration of outer space;Women's rights	Part 1 -- Part 2 -- Part 3		Radio Unnameable 1976 February 01	sound recording	In copyright
RBML_BobFass_11749061_BF0302_01_001	RBML_BobFass_11749061_BF0302_01	asset	RBML_BobFass_11749061_BF0302_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0302/Master/RBML_BobFass_11749061_BF0302_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0302/Master/RBML_BobFass_11749061_BF0302_01_01_m.wav	external	RBML_BobFass_11749061_BF0302_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0302/Service/RBML_BobFass_11749061_BF0302_01_01_s.wav	external	RBML_BobFass_11749061_BF0302_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0302/Streaming/RBML_BobFass_11749061_BF0302_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Bob Dylan/Band- Basement Tapes #2																	Copyright for this file is very complicated							reformatted digital		00:39:19.296	39 minutes				Barcode: PRES007285	Physical object sequence number: 1453 ; Number of physical objects in title: 9			Year digitized: 2019															BF number	BF0302	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0302/Master/RBML_BobFass_11749061_BF0302_01_01_master.wav	https://example.org/cul-omeka/007	cul-omeka/007	cul:pdcd:customOrder_007		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1976 February 01		In copyright
RBML_BobFass_11749061_BF0292_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Paul Krassner at the Elgin Theater	cul:artProperties_1987.008		cul:as:id_008	8276938	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries I: Free-form radio, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Meiji;Attic (culture)	1976 February 02 - 1999 December 31	1976-02-02	1999-12-31		TRUE	reformatted digital		00:11:08.160	11 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: PRES007188	Physical object sequence number: 1477 ; Number of physical objects in title: 8			Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 8	testSet_Folder_008	1976 Box 10	testSet_BF0008	Archives	Fass, Bob, 1933---Host--Former owner;Carter, Rubin, 1937-2014--Interviewee	TRUE	BF number	BF0292	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass	Additional physical form	Compact disc						"RBML copy: Inscribed at top right in blue ink: ""My dear Bob, all the best.  Mae Brussell, 73"						cul:pdcd:customOrder_008	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	8	Mount Vernon (Va. : Estate);Mediaș (Romania)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Baker, Bessie;Baldwin Harbor Junior High School (Baldwin Harbor, N.Y.)Fass, Bob, 1933-;Ballit, Cecile;Band (Musical group)	Dylan, Bob, 1941- Like a rolling stone;Subotnick, Morton. Double life of amphibians. Ascent into air	Satire;Musical theater;History;Student movements;Presidents			Radio Unnameable 1976 February 02	sound recording	In copyright
RBML_BobFass_11749061_BF0292_01_001	RBML_BobFass_11749061_BF0292_01	asset	RBML_BobFass_11749061_BF0292_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0292/Master/RBML_BobFass_11749061_BF0292_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0292/Master/RBML_BobFass_11749061_BF0292_01_01_m.wav	external	RBML_BobFass_11749061_BF0292_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0292/Service/RBML_BobFass_11749061_BF0292_01_01_s.wav	external	RBML_BobFass_11749061_BF0292_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0292/Streaming/RBML_BobFass_11749061_BF0292_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Paul Krassner at the Elgin Theater																	Copyright for this file is very complicated							reformatted digital		00:11:08.160	11 minutes				Barcode: PRES007188	Physical object sequence number: 1477 ; Number of physical objects in title: 8			Year digitized: 2019															BF number	BF0292	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass	Additional physical form	Compact disc						"RBML copy: Inscribed at top right in blue ink: ""My dear Bob, all the best.  Mae Brussell, 73"			/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0292/Master/RBML_BobFass_11749061_BF0292_01_01_master.wav	https://example.org/cul-omeka/008	cul-omeka/008	cul:pdcd:customOrder_008		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1976 February 02		In copyright
RBML_BobFass_11749061_BF1720_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Jazz Meditation Celebration	cul:artProperties_1987.009		cul:as:id_009	8276939	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries I: Free-form radio, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Taisho;Athenian	1976 February 07 - 1999 December 31	1976-02-07	1999-12-31		TRUE	reformatted digital	2075-02-20	00:30:49.2	31 minutes	sound recordings;mixed materials	Annual	Radio call-in shows;Popular music radio programs	Barcode: PRES017914	Physical object sequence number: 1607 ; Number of physical objects in title: 7			Year digitized: 2019	Condition note: Dust				English	Rare Book & Manuscript Library, Columbia University		Box 52	testSet_Folder_009	1976 Box 13	testSet_BF0009	Archives	Fass, Bob, 1933---Host--Former owner;Corey, Irwin--Speaker	TRUE	BF number	BF1720	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_009	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	9	Broadway (New York, N.Y.);Sighișoara (Romania)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Banks, Dennis;Barbour, Spider;Barish, Robbie;Barker, Horton, 1889-1973	Morrison, Van, 1945- Astral weeks;Subotnick, Morton. Double life of amphibians. Fluttering of wings	Soul music;Real estate development;Recovering addicts;Nuclear power plants;Concert agents;Universities and colleges--Security measures;Homeless persons--Alcohol use;Poor whites	Part 1 -- Part 2 -- Part 3		Radio Unnameable 1976 February 07	sound recording	In copyright
RBML_BobFass_11749061_BF1720_01_001	RBML_BobFass_11749061_BF1720_01	asset	RBML_BobFass_11749061_BF1720_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1720/Master/RBML_BobFass_11749061_BF1720_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1720/Master/RBML_BobFass_11749061_BF1720_01_01_m.wav	external	RBML_BobFass_11749061_BF1720_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1720/Service/RBML_BobFass_11749061_BF1720_01_01_s.wav	external	RBML_BobFass_11749061_BF1720_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1720/Streaming/RBML_BobFass_11749061_BF1720_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Jazz Meditation Celebration																	Copyright for this file is very complicated							reformatted digital	2075-02-20	00:30:49.2	31 minutes				Barcode: PRES017914	Physical object sequence number: 1607 ; Number of physical objects in title: 7			Year digitized: 2019	Condition note: Dust														BF number	BF1720	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1720/Master/RBML_BobFass_11749061_BF1720_01_01_master.wav	https://example.org/cul-omeka/009	cul-omeka/009	cul:pdcd:customOrder_009		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1976 February 07		In copyright
RBML_BobFass_11749061_BF0276_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Jerry Rubin, guest	cul:artProperties_1987.010		cul:as:id_010	8276940	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries I: Free-form radio, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Showa;Boeotian (general)	1976 February 29 - 1999 December 31	1976-02-29	1999-12-31		TRUE	reformatted digital		00:38:40.640	39 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: PRES007021	Physical object sequence number: 1467 ; Number of physical objects in title: 8			Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 8	testSet_Folder_010	1976 Box 8	testSet_BF0010	Archives	Fass, Bob, 1933---Host--Former owner;Crow Dog, Leonard, 1942---Speaker	TRUE	BF number	BF0276	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_010	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	10	George, Lake (N.Y. : Lake);Alba Iulia (Romania)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Barnes, Wade;Barnet, Charlie;Baron, Steve (Musician);Barrand, Anthony G.	Morrison, Van, 1945- Moondance (Album);Subotnick, Morton. Double life of amphibians. Last dream of the beast	Regional economics;Religion;Blues (Music)--Instruction and study;Conspiracy theories;Music facilities;Nuclear warfare;Civil rights movements;Folk music			Radio Unnameable 1976 February 29	sound recording	In copyright
RBML_BobFass_11749061_BF0276_01_001	RBML_BobFass_11749061_BF0276_01	asset	RBML_BobFass_11749061_BF0276_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0276/Master/RBML_BobFass_11749061_BF0276_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0276/Master/RBML_BobFass_11749061_BF0276_01_01_m.wav	external	RBML_BobFass_11749061_BF0276_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0276/Service/RBML_BobFass_11749061_BF0276_01_01_s.wav	external	RBML_BobFass_11749061_BF0276_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0276/Streaming/RBML_BobFass_11749061_BF0276_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Jerry Rubin, guest																	Copyright for this file is very complicated							reformatted digital		00:38:40.640	39 minutes				Barcode: PRES007021	Physical object sequence number: 1467 ; Number of physical objects in title: 8			Year digitized: 2019															BF number	BF0276	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0276/Master/RBML_BobFass_11749061_BF0276_01_01_master.wav	https://example.org/cul-omeka/010	cul-omeka/010	cul:pdcd:customOrder_010		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1976 February 29		In copyright
RBML_BobFass_11749061_BF1964_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Professor Michio Kaku, Explorations	cul:artProperties_1987.011	Title spoken by host: Hangman's beautiful daughter	cul:as:id_011	8276941	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries I: Free-form radio, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Asuka;Chalcidian (Ancient Greek culture or period)	1976 March 19 - 1999 December 31	1976-03-19	1999-12-31		TRUE	reformatted digital		00:35:28.298	35 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: PRES019437				Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 59	testSet_Folder_011	1976 Box 12	testSet_BF0011	Archives	Fass, Bob, 1933---Host--Former owner;Daughters of Bilitis. N.Y. Chapter (New York, N.Y.)--Contributor	TRUE	BF number	BF1964	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_011	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	11	Marcy, Mount (N.Y.);Oradea (Romania)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Barris, Robbie;Bartlett, Peter;Bāsho, Robbie;Bassette, John, 1941-2006	Smith, Patti. Horses;Subotnick, Morton. Double life of amphibians. Selections	Concerts;Religion and culture;Alcoholism;Rent control;Resignation from office;School integration;Constituent power;Political corruption	Part 1 -- Part 2 -- Part 3		Radio Unnameable 1976 March 19	sound recording	In copyright
